Subj,Word_Category,Order,Word,Exclude
191,Animal,4,hawk,0
191,Animal,5,falcon,0
191,Animal,6,squirrel,0
191,Animal,7,mouse,0
191,Animal,8,woodpecker,0
191,Animal,9,cat,0
191,Animal,10,cheetah,0
191,Emotion,1,sad,0
191,Emotion,2,angry,0
191,Emotion,3,sad,0
191,Emotion,4,angry,0
192,Animal,1,tiger,0
192,Animal,2,lion,0
192,Animal,3,leopard,0
192,Animal,4,cheetah,0
192,Animal,5,cat,0
192,Animal,6,dog,0
192,Animal,7,horse,0
192,Animal,8,fish,0
192,Animal,9,alligator,0
192,Emotion,1,sad,0
192,Emotion,2,happy,0
192,Emotion,3,grossedout,0
192,Emotion,4,weird,0
192,Emotion,5,excited,0
192,Emotion,6,surprise,0
193,Animal,1,bird,0
193,Animal,2,chipmunk,0
193,Animal,3,dog,0
193,Animal,4,cat,0
193,Animal,5,lion,0
193,Animal,6,zebra,0
193,Animal,7,horse,0
193,Animal,8,pig,0
193,Animal,9,chicken,0
193,Animal,10,rooster,0
193,Animal,11,duck,0
193,Emotion,1,sad,0
193,Emotion,2,happy,0
193,Emotion,3,mad,0
193,Emotion,4,anxious,0
193,Emotion,5,angry,0
193,Emotion,6,excited,0
193,Emotion,7,happy,0
193,Emotion,8,sad,0
193,Emotion,9,crying,0
194,Animal,1,monkey,0
194,Animal,2,owl,0
194,Animal,3,cheetah,0
194,Animal,4,bear,0
194,Animal,5,tiger,0
194,Animal,6,polarbear,0
194,Emotion,1,surprise,0
194,Emotion,2,happy,0
194,Emotion,3,sad,0
194,Emotion,4,mad,0
194,Emotion,5,confused,0
194,Emotion,6,disgusted,0
195,Animal,1,kangaroo,0
195,Animal,2,dinosaur,0
195,Animal,3,lion,0
195,Animal,4,tiger,0
195,Animal,5,mouse,0
195,Animal,6,hamster,0
195,Animal,7,guineapig,0
195,Animal,8,dog,0
195,Animal,9,cat,0
195,Animal,10,mouse,0
195,Animal,11,hamster,0
195,Animal,12,tiger,0
195,Emotion,1,mad,0
195,Emotion,2,sad,0
195,Emotion,3,angry,0
195,Emotion,4,happy,0
196,Animal,1,cheetah,0
196,Animal,2,jaguar,0
196,Animal,3,bird,0
196,Animal,4,swan,0
196,Animal,5,chipmunk,0
196,Animal,6,cat,0
196,Animal,7,dog,0
196,Animal,8,chicken,0
196,Animal,9,possum,0
196,Animal,10,frog,0
196,Animal,11,duck,0
196,Animal,12,shark,0
196,Animal,13,lion,0
196,Animal,14,crocodile,0
196,Animal,15,monkey,0
196,Animal,16,giraffe,0
196,Animal,17,owl,0
196,Animal,18,hippo,0
196,Animal,19,bear,0
196,Animal,20,whiteshark,0
196,Animal,21,elephant,0
196,Emotion,1,sad,0
196,Emotion,2,angry,0
196,Emotion,3,disgust,0
196,Emotion,4,happy,0
196,Emotion,5,mad,0
196,Emotion,6,frustrated,0
197,Animal,1,bunny,0
197,Animal,2,horse,0
197,Animal,3,cow,0
197,Animal,4,pig,0
197,Animal,5,sheep,0
197,Animal,6,chicken,0
197,Animal,7,dog,0
197,Animal,8,cat,0
197,Animal,9,pig,0
197,Animal,10,horse,0
197,Emotion,1,sad,0
197,Emotion,2,happy,0
197,Emotion,3,angry,0
197,Emotion,4,disgusted,0
197,Emotion,5,mad,0
197,Emotion,6,happy,0
197,Emotion,7,angry,0
198,Animal,1,bird,0
198,Emotion,1,frustrated,0
198,Emotion,2,scared,0
198,Emotion,3,happy,0
198,Emotion,4,disgusted,0
198,Emotion,5,scared,0
199,Animal,1,donkey,0
199,Animal,2,cow,0
199,Animal,3,cat,0
199,Animal,4,dog,0
199,Animal,5,sheep,0
199,Animal,6,cow,0
199,Emotion,1,mad,0
199,Emotion,2,happy,0
199,Emotion,3,reallymad,1
300,Animal,1,snake,0
300,Animal,2,tiger,0
300,Animal,3,lion,0
300,Animal,4,cat,0
300,Animal,5,dog,0
300,Animal,6,fish,0
300,Emotion,1,sad,0
300,Emotion,2,happy,0
300,Emotion,3,mad,0
300,Emotion,4,frustrated,0
300,Emotion,5,confused,0
301,Animal,1,giraffe,0
301,Animal,2,horse,0
301,Animal,3,lion,0
301,Animal,4,peacock,0
301,Animal,5,beaver,0
301,Animal,6,otter,0
301,Animal,7,fish,0
301,Animal,8,pelican,0
301,Animal,9,bear,0
301,Animal,10,polarbear,0
301,Animal,11,seal,0
301,Animal,12,walrus,0
301,Animal,13,deer,0
301,Animal,14,moose,0
301,Emotion,1,sad,0
301,Emotion,2,mad,0
301,Emotion,3,surprise,0
301,Emotion,4,happy,0
301,Emotion,5,good,0
301,Emotion,6,excited,0
301,Emotion,7,okay,0
301,Emotion,8,fine,0
301,Emotion,9,great,0
302,Animal,1,horse,0
302,Animal,2,cow,0
302,Animal,3,sheep,0
302,Animal,4,eagle,0
302,Animal,5,pelican,0
302,Animal,6,falcon,0
302,Animal,7,vulture,0
302,Animal,8,panda,0
302,Animal,9,koala,0
302,Animal,10,lion,0
302,Animal,11,tiger,0
302,Emotion,1,happy,0
302,Emotion,2,sad,0
302,Emotion,3,mad,0
302,Emotion,4,surprise,0
302,Emotion,5,kind,1
303,Animal,1,zebra,0
303,Animal,2,elephant,0
303,Animal,3,giraffe,0
303,Animal,4,pig,0
303,Animal,8,sheep,0
303,Animal,9,babypig,1
303,Emotion,NA,NA,NA
304,Animal,1,elephant,0
304,Animal,2,tiger,0
304,Animal,3,lion,0
304,Animal,4,squirrel,0
304,Animal,5,bunny,0
304,Animal,6,monkey,0
304,Emotion,1,happy,0
304,Emotion,2,mad,0
304,Emotion,3,sad,0
304,Emotion,4,frustrated,0
304,Emotion,5,angry,0
305,Animal,NA,NA,NA
305,Emotion,NA,NA,NA
306,Animal,1,squirrel,0
306,Animal,2,chipmunk,0
306,Animal,3,bird,0
306,Animal,4,cardinal,0
306,Animal,5,cow,0
306,Animal,6,sheep,0
306,Animal,7,owl,0
306,Animal,8,cat,0
306,Animal,9,dog,0
306,Emotion,NA,NA,NA
307,Animal,NA,NA,NA
307,Animal,1,bird,0
307,Animal,2,cardinal,0
