"participant","image","valence","arousal","positivity","negativity"
"948","M07neut_c",4,1,2,2
"948","M07sad_o",3,4,0,2
"948","M05exc_c",5,6,3,0
"948","M07sad_c",2,3,0,3
"948","M02ang_c",3,2,0,2
"948","M07calm_o",5,5,1,0
"948","M03calm_c",4,1,2,2
"948","M07fear_c",3,3,0,1
"948","M07hap_c",5,5,2,0
"948","F04ang_o",2,4,0,4
"948","F01fear_c",3,2,0,2
"948","M04disg_c",1,3,0,3
"948","M07neut_o",4,1,1,1
"948","M07ang_c",3,3,0,3
"948","F14surp_c",3,4,2,2
"948","M07fear_o",3,3,1,1
"948","F07neut_c",4,4,2,2
"948","M07exc_o",5,6,2,0
"948","M07disg_c",1,2,0,3
"948","F22sad_c",3,3,0,2
"948","M15surp_o",3,6,1,1
"948","F15hap_c",5,5,3,0
"948","M07hap_o",6,6,4,0
"948","M07surp_c",4,5,1,1
"948","M14neut_o",4,1,2,2
"948","F17calm_o",5,5,3,0
"948","M07calm_c",4,1,1,0
"948","M07disg_o",2,6,0,3
"948","M08fear_o",3,3,0,2
"949","F15hap_c",6,6,4,0
"949","M05exc_c",6,6,4,1
"949","F17calm_o",5,4,0,3
"949","F14surp_c",3,4,0,3
"949","F13exc_o",6,5,4,0
"949","M07ang_o",1,6,0,4
"949","M07hap_o",5,6,4,0
"949","M12hap_o",4,3,3,1
"949","F22sad_c",3,2,1,2
"949","M07hap_c",5,4,0,4
"949","M07fear_o",2,3,2,2
"949","M07fear_c",3,3,0,4
"949","M07sad_o",2,5,0,3
"949","M07surp_c",4,4,2,2
"949","M07neut_c",4,5,1,3
"949","M07neut_o",3,5,2,2
"949","M17sad_o",3,3,2,2
"949","M07surp_o",7,7,4,0
"949","M02ang_c",1,4,0,4
"949","M15surp_o",4,4,1,2
"949","F04ang_o",1,2,0,3
"949","M03calm_c",4,2,2,2
"949","F10disg_o",2,6,0,3
"949","M07calm_o",5,5,3,0
"949","M07sad_c",3,6,0,4
"949","F07neut_c",4,4,2,2
"949","M08fear_o",3,3,1,3
"949","M07disg_o",2,6,2,2
"949","F01fear_c",2,5,1,1
"949","M14neut_o",3,5,1,4
"949","M04disg_c",2,6,0,3
"949","M07exc_o",5,6,2,2
"949","M07calm_c",4,4,3,1
"949","M07ang_c",2,3,0,4
"949","M07exc_c",6,5,4,0
"949","M07disg_c",1,5,0,4
"950","M07sad_c",2,5,1,3
"950","M04disg_c",3,5,1,1
"950","M07surp_c",5,4,1,1
"950","M07hap_c",6,1,1,0
"950","M07ang_o",3,5,1,3
"950","M15surp_o",3,6,1,2
"950","M08fear_o",3,6,1,3
"950","M03calm_c",4,3,1,0
"950","M07neut_c",3,2,1,1
"950","M05exc_c",7,6,1,0
"950","M07hap_o",7,1,1,4
"950","F10disg_o",1,7,1,4
"950","M07exc_o",3,5,1,1
"950","M07neut_o",3,5,1,1
"950","F07neut_c",4,1,1,0
"950","M07exc_c",7,6,1,0
"950","M02ang_c",3,5,1,1
"950","F13exc_o",7,4,1,0
"950","M07fear_o",3,6,1,3
"950","M17sad_o",3,5,1,2
"950","M07calm_c",5,4,1,0
"950","M07disg_o",3,6,1,4
"950","M07surp_o",7,7,1,0
"950","F22sad_c",3,3,1,1
"950","M07calm_o",5,1,1,0
"950","M07ang_c",3,5,1,2
"950","M12hap_o",5,5,1,0
"950","F14surp_c",3,6,1,3
"950","F15hap_c",6,5,1,0
"950","M07disg_c",2,5,1,4
"950","M14neut_o",3,2,1,2
"950","M07sad_o",3,2,0,1
"950","F04ang_o",1,7,1,4
"950","F01fear_c",3,5,1,1
"950","F17calm_o",5,2,1,0
"950","M07fear_c",3,5,2,1
"951","M14neut_o",3,4,2,2
"951","M07ang_c",3,4,3,1
"951","F13exc_o",6,6,0,3
"951","M07calm_c",5,3,2,2
"951","M07neut_o",4,4,0,1
"951","F10disg_o",3,4,0,1
"951","M05exc_c",6,5,4,1
"951","M04disg_c",2,4,2,2
"951","M17sad_o",4,4,1,3
"951","F17calm_o",5,2,4,0
"951","F22sad_c",5,4,0,3
"951","F14surp_c",3,4,1,0
"951","M07calm_o",5,3,3,1
"951","M07disg_c",3,5,0,3
"951","M07sad_c",4,4,1,2
"951","F07neut_c",4,3,1,1
"951","M07disg_o",5,4,3,1
"951","M07ang_o",4,4,2,1
"951","M07exc_o",5,3,4,1
"951","M07neut_c",4,4,2,2
"951","M07hap_o",6,3,3,0
"951","F01fear_c",4,4,1,2
"951","M02ang_c",3,4,3,1
"951","M07hap_c",6,5,3,1
"951","M07sad_o",3,4,1,2
"951","M07exc_c",7,6,4,0
"951","M08fear_o",3,5,2,2
"951","M12hap_o",6,3,3,1
"951","M07fear_o",4,4,1,1
"951","M03calm_c",5,3,2,0
"951","F15hap_c",5,2,4,0
"951","M07surp_o",6,6,3,3
"951","M15surp_o",4,4,4,0
"951","M07surp_c",4,4,3,2
"951","M07fear_c",3,4,0,1
"951","F04ang_o",5,4,1,2
